"CRN","UNIT_NUM","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMT_TYPE","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMT_TYPE","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_PASSNGR_IND","MC_TRAIL_IND","PC_HDLGHT_IND","PC_HLMT_IND","PC_PASSNGR_IND","PC_REAR_RFLTR_IND","CRASH_YEAR","COUNTY","COUNTY_NAME","MUNICIPALITY"
"2017093633","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017078730","1","U","U","U","Y","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017078763","2","U","U","N","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017101863","2","N","U","N","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017013976","1","U","U","U","U","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","U"," "," "," "," ","2017","67","Philadelphia","67301"
"2017067851","2","U","U","Y","U","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017086837","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017096552","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","Y","N","U","2017","67","Philadelphia","67301"
"2017082273","1","N","N","Y","Y","1","Y","Y","Y","N","00600"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017019612","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017070428","1","U","U","N","N","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017043867","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","N","N","N","2017","67","Philadelphia","67301"
"2017041281","2","U","U","N","N","1","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017120556","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017130620","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017107918","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","N","N","N","2017","67","Philadelphia","67301"
"2017080573","1","Y","Y","Y","Y","1","N","Y","Y","Y","00600"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017060447","1","U","U","Y","U","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017093614","1","U","U","Y","Y","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017109905","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","Y","N","U","2017","67","Philadelphia","67301"
"2017133991","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017086093","1","U","U","Y","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017086260","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","Y","N","U","2017","67","Philadelphia","67301"
"2017055477","1","N","U","N","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017055530","1","N","U","N","N","0","N","N","U","U","99999","U","N","0","N","N","U","U","Y","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017070466","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","Y","N","U","2017","67","Philadelphia","67301"
"2017052414","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017043866","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2018028954","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017115908","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017115959","1","U","U","N","N","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017116098","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","Y","N","U","2017","67","Philadelphia","67301"
"2018029818","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017116183","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017088924","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017060516","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017127532","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017093509","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","N","N","U","2017","67","Philadelphia","67301"
"2017109941","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017035606","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017086092","3","U","U","U","U","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017007745","1","N","U","N","U","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017067771","1","U","U","N","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017052096","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017021533","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","Y","Y","N","Y","2017","67","Philadelphia","67301"
"2017096556","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017076200","2","U","U","Y","U","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017070397","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017070405","2","N","U","N","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017070480","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017052168","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017043875","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","N","N","N","2017","67","Philadelphia","67301"
"2017116115","1","U","U","Y","N","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017088956","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017105929","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","N","N","N","2017","67","Philadelphia","67301"
"2017114829","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017109919","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017078869","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","Y","N","U","2017","67","Philadelphia","67301"
"2017097952","2","U","U","U","N","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017086067","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017058222","2","U","U","Y","N","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017058226","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","Y","N","U","2017","67","Philadelphia","67301"
"2017096244","1","N","N","Y","N","0","N","N","Y","N","00096"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017055607","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017058319","2","U","U","Y","Y","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017058385","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017096578","1","U","U","Y","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017052301","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017019106","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017043843","1","N","U","N","N","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017041211","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017041292","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017116211","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","Y","N","U","2017","67","Philadelphia","67301"
"2017109826","1","U","U","Y","U","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017105975","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017060446","2","U","U","N","U","0","N","N","Y","U","00110"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2018020752","3"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017066956","3"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","Y","N","Y","2017","67","Philadelphia","67301"
"2017066956","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","Y","N","Y","2017","67","Philadelphia","67301"
"2018032119","1","U","U","U","U","9","U","U","U","U","99999"," "," "," "," "," "," "," ","U","U"," "," "," "," ","2017","67","Philadelphia","67301"
"2017035649","1","N","U","N","U","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017076153","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017076265","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017096533","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","N","N","N","2017","67","Philadelphia","67301"
"2017033142","2","U","U","Y","Y","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017071793","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017070445","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017052283","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017052382","2","U","U","N","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017018542","1","U","Y","Y","Y","1","U","Y","Y","Y","00700"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017115921","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017084931","1","N","Y","Y","N","0","N","N","Y","N","01801","N","N","0","N","N","N","N","Y","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017076144","1","U","U","U","Y","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017088837","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","Y","N","U","2017","67","Philadelphia","67301"
"2017105860","1","U","Y","U","Y","1","U","Y","U","Y","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017095416","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","Y","N","U","2017","67","Philadelphia","67301"
"2017107494","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","N","N","Y","2017","67","Philadelphia","67301"
"2017088736","1","U","U","N","N","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017093567","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017070508","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017091762","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017101882","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017137568","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017100508","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","Y","N","Y","2017","67","Philadelphia","67301"
"2017035641","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017067858","2","U","U","N","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017060701","2","U","U","U","U","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017041356","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017070486","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017052228","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017052407","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017021541","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017055601","1","U","U","U","U","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017115983","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017115994","1","U","U","U","U","9","U","U","U","U","99999","U","U","9","U","U","U","U","Y","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017120516","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2018029802","1","U","U","N","N","0","N","N","U","U","99999","U","N","0","N","N","U","U","Y","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017109828","1","U","U","N","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017105865","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017105994","1","U","U","Y","U","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017127432","1","U","U","N","N","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017060549","1","U","U","U","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017068048","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017068180","2","N","N","Y","Y","0","N","N","Y","Y","01000"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017097997","1","U","U","U","Y","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017086128","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017058234","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017046650","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","Y","N","U","2017","67","Philadelphia","67301"
"2017096547","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017025131","1","U","U","Y","N","0","N","N","Y","Y","00800"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017037438","1","U","U","N","N","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017028790","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","N","N","N","2017","67","Philadelphia","67301"
"2017028839","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017041166","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017041230","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","Y","N","U","2017","67","Philadelphia","67301"
"2018030141","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017116099","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017116100","1","U","U","Y","N","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017120491","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","N","N","Y","2017","67","Philadelphia","67301"
"2017092410","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","Y","N","Y","2017","67","Philadelphia","67301"
"2017093383","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","Y","N","N","2017","67","Philadelphia","67301"
"2017105873","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017060513","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017118192","1","N","N","N","Y","1","N","N","Y","Y","00600"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2018020761","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017105851","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017090913","1","Y","Y","Y","Y","0","N","N","Y","Y","01800"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017037518","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017128003","2","Y","Y","Y","Y","3","Y","Y","Y","Y","16000"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017086706","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017086817","2","U","U","Y","U","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017086043","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017086057","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017060759","2","U","U","N","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017043553","1","Y","Y","Y","Y","3","Y","Y","Y","N","01737"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017043808","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","Y","N","U","2017","67","Philadelphia","67301"
"2017067770","2","U","U","Y","N","0","N","N","U","U","99999","U","N","0","N","N","U","U","Y","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017067785","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017086217","1","U","U","N","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017058328","1","N","U","N","U","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017076219","1","N","U","N","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017076345","3","N","U","N","U","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017076345","2","N","U","N","U","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017060649","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017060649","1","U","U","N","Y","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017025195","1","N","Y","U","Y","1","Y","Y","Y","Y","00636"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017052373","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","Y","N","N","Y","2017","67","Philadelphia","67301"
"2017115906","3"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","N","N","N","N","2017","67","Philadelphia","67301"
"2017105863","2","N","U","Y","U","2","Y","Y","Y","Y","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017105998","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017067995","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017068020","1","U","U","Y","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017068064","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017091668","1","U","U","U","N","0","N","N","U","U","01000"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017111557","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","Y","N","U","2017","67","Philadelphia","67301"
"2017118135","1","N","N","N","Y","1","Y","N","Y","Y","01400"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017127470","1"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017093585","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017093659","1","N","U","U","N","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017109939","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2018005566","1","U","U","N","N","0","N","N","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017010605","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","U","N","U","2017","67","Philadelphia","67301"
"2017021595","2","N","U","U","U","9","U","U","U","U","00650"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
"2017058223","1","U","U","U","U","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","U"," "," "," "," ","2017","67","Philadelphia","67301"
"2017058239","2"," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ","U","N","N","U","2017","67","Philadelphia","67301"
"2017076184","1","U","U","N","U","9","U","U","U","U","99999"," "," "," "," "," "," "," ","N","N"," "," "," "," ","2017","67","Philadelphia","67301"
